2000
63 331
1 0 583160931
2 0 0
2 0 0
1 0 -51752817
2 0 0
2 0 0
2 0 0
2 0 0
2 0 0
1 0 951648984
2 0 0
1 0 778205811
2 0 0
2 0 0
2 0 0
2 0 0
1 0 274630263
2 0 0
2 0 0
2 0 0
1 0 870347561
1 0 -287128370
2 0 0
1 0 -826982792
1 0 317144638
2 0 0
2 0 0
1 0 -960232149
1 0 -621766997
2 0 0
2 0 0
1 0 984322961
1 0 203905320
1 0 894626621
2 0 0
1 0 468846018
2 0 0
2 0 0
2 0 0
2 0 0
2 0 0
1 0 797592905
2 0 0
2 0 0
2 0 0
2 0 0
1 0 -860785048
1 0 83629660
2 0 0
1 0 -988343562
2 0 0
1 0 564594413
1 0 -195761645
4 130
1 2 690262337
2 3 3
2 1 2
2 0 3
1 3 -971003112
2 1 2
2 2 3
2 1 2
2 0 0
2 0 2
1 2 999923533
1 0 -918460610
1 3 182191196
1 1 -495409084
2 3 3
1 0 738727181
1 3 69809649
2 1 2
1 0 481017973
2 1 2
2 0 1
1 2 -9742924
1 2 -20593528
2 1 2
2 1 2
2 0 1
1 3 937899576
2 0 1
2 3 3
2 1 2
2 0 2
2 2 3
2 2 2
2 2 3
1 1 -522191410
1 0 579898340
2 2 2
2 1 3
2 0 1
1 0 -84887990
1 3 -942100591
2 2 2
2 1 2
1 3 403383375
1 1 -879081282
2 0 2
2 0 3
1 1 698070499
2 2 2
1 3 -283134023
1 3 -922558020
2 0 1
2 1 3
2 0 2
2 1 1
2 0 1
1 2 92019412
2 1 2
2 0 1
2 2 3
1 2 709542710
1 2 -350459936
2 0 0
2 0 0
1 2 -439729202
1 1 869144533
2 0 2
1 1 83401418
2 0 1
1 3 -377958379
1 1 915880287
1 3 -318911948
1 1 -986996830
2 0 3
1 3 -601822011
1 2 -360863290
2 0 3
1 3 758157355
2 1 2
1 2 -253203692
2 1 1
1 3 -529600586
2 0 3
1 2 -430421296
2 0 3
1 3 -241973854
1 1 -11036617
1 3 -918887857
2 2 2
1 3 -103301194
1 3 -350417255
2 0 3
1 1 401400061
2 0 1
2 2 3
2 0 1
2 0 3
2 0 0
1 3 224527373
1 3 -706235117
1 3 -379177634
2 1 3
1 0 756988387
1 3 978692620
1 2 459268887
1 1 -489857480
2 3 3
2 1 2
1 2 -963144125
2 3 3
1 0 271751200
2 0 1
1 0 -238330934
1 0 46630016
1 3 -90668806
1 3 679865787
2 2 3
2 1 3
1 3 92865096
2 1 1
2 0 0
1 1 -782879559
2 0 0
1 0 -264321051
2 0 3
1 2 -419357090
1 2 -179953442
2 1 1
1 2 -102577271
2 0 3
79 392
2 40 56
2 36 61
2 18 22
1 76 1000000000
1 19 1000000000
2 56 72
1 24 1000000000
2 71 74
1 48 -1000000000
1 72 -1000000000
1 55 1000000000
2 57 69
1 35 -1000000000
2 21 76
2 75 78
1 25 -1000000000
2 32 72
2 20 35
1 17 -1000000000
2 27 57
1 69 -1000000000
1 18 1000000000
2 34 43
2 3 51
1 70 -1000000000
1 43 1000000000
1 2 -1000000000
2 2 7
2 33 53
2 47 50
2 26 26
2 0 27
1 65 -1000000000
2 22 70
1 60 -1000000000
1 1 1000000000
2 3 40
2 40 67
2 66 77
2 44 68
1 75 1000000000
1 34 -1000000000
1 14 -1000000000
1 64 1000000000
2 15 15
1 11 1000000000
1 37 1000000000
2 32 51
2 59 60
2 14 57
2 16 43
1 44 1000000000
2 1 66
2 42 63
2 35 60
2 43 44
1 55 -1000000000
2 24 58
1 18 -1000000000
1 50 -1000000000
2 14 56
1 72 1000000000
2 8 40
1 67 1000000000
2 23 51
1 33 1000000000
1 51 -1000000000
1 28 1000000000
1 14 1000000000
2 50 58
1 21 1000000000
1 59 1000000000
1 2 -1000000000
2 37 76
2 33 78
1 69 1000000000
1 66 1000000000
2 0 24
2 19 77
1 3 -1000000000
1 21 1000000000
2 25 26
2 50 70
1 16 1000000000
2 0 73
1 17 1000000000
1 46 -1000000000
1 44 1000000000
1 66 1000000000
2 0 14
2 42 72
2 50 75
2 2 3
2 20 28
1 49 -1000000000
1 36 -1000000000
2 70 72
1 35 -1000000000
2 33 67
1 36 -1000000000
1 19 -1000000000
2 22 78
1 49 -1000000000
1 42 -1000000000
1 52 1000000000
2 16 63
2 58 73
2 63 67
1 17 1000000000
1 16 -1000000000
1 32 -1000000000
1 45 1000000000
1 44 1000000000
1 59 1000000000
2 31 65
2 42 45
2 40 68
1 1 -1000000000
1 41 -1000000000
1 54 1000000000
2 34 35
1 74 1000000000
2 33 68
2 24 65
2 8 59
1 38 1000000000
1 28 1000000000
2 53 68
1 14 1000000000
2 13 16
1 17 1000000000
2 23 53
1 73 -1000000000
1 54 1000000000
2 68 77
1 11 -1000000000
2 0 5
1 57 -1000000000
2 5 72
2 19 77
1 20 1000000000
1 49 -1000000000
2 39 45
1 14 -1000000000
1 67 1000000000
2 29 55
1 59 -1000000000
2 9 18
1 73 1000000000
2 7 15
1 40 -1000000000
1 12 1000000000
2 0 38
2 58 66
2 21 78
2 43 51
2 23 51
2 32 72
1 4 -1000000000
2 59 65
2 6 39
1 53 1000000000
2 44 76
1 23 -1000000000
1 78 -1000000000
2 6 37
2 10 20
2 34 42
2 12 72
1 49 -1000000000
2 26 65
2 22 57
1 70 -1000000000
1 42 1000000000
2 36 76
1 53 1000000000
1 4 1000000000
1 29 -1000000000
2 27 47
1 22 -1000000000
1 65 -1000000000
1 59 1000000000
1 18 -1000000000
2 48 55
2 2 8
1 31 1000000000
1 26 -1000000000
2 25 77
2 25 29
1 64 -1000000000
1 11 -1000000000
2 43 60
2 19 36
2 16 29
1 51 1000000000
2 0 25
1 12 -1000000000
1 14 1000000000
1 56 -1000000000
1 4 1000000000
1 44 1000000000
1 36 -1000000000
2 14 56
2 28 42
2 24 53
2 14 46
2 1 39
2 41 72
1 27 -1000000000
1 55 1000000000
1 31 1000000000
2 68 69
2 3 56
1 68 -1000000000
2 6 68
1 12 1000000000
1 62 1000000000
1 27 1000000000
1 54 -1000000000
2 33 47
2 21 74
1 5 1000000000
2 48 58
2 5 22
1 21 1000000000
2 32 45
2 35 61
2 36 76
2 52 74
2 54 75
1 43 -1000000000
1 51 -1000000000
2 18 29
2 19 59
2 0 30
1 4 1000000000
1 37 -1000000000
2 34 34
2 18 67
2 8 62
2 24 29
1 11 -1000000000
2 20 58
2 4 22
2 5 67
1 54 -1000000000
1 4 -1000000000
1 64 -1000000000
1 12 1000000000
1 39 -1000000000
2 13 43
2 8 49
2 14 50
2 10 43
2 44 63
2 1 47
2 5 29
1 10 -1000000000
1 53 1000000000
2 12 68
2 36 48
1 68 1000000000
2 5 28
2 50 75
1 70 -1000000000
2 60 68
1 12 1000000000
1 49 -1000000000
2 33 43
1 28 1000000000
1 53 -1000000000
1 44 -1000000000
2 64 75
1 35 1000000000
2 43 56
1 15 1000000000
2 3 20
1 14 -1000000000
2 23 29
2 1 15
2 12 71
2 6 63
2 60 70
2 72 74
1 64 1000000000
2 51 73
2 14 32
1 30 1000000000
1 20 -1000000000
2 11 35
2 29 35
1 39 1000000000
2 58 77
1 74 1000000000
1 15 -1000000000
2 8 77
1 12 1000000000
2 60 64
1 14 -1000000000
2 11 77
1 67 1000000000
1 62 1000000000
1 40 1000000000
1 56 -1000000000
2 64 76
2 44 58
2 37 58
1 44 -1000000000
1 5 -1000000000
1 52 -1000000000
2 55 71
2 25 63
1 51 -1000000000
1 64 1000000000
2 39 63
1 16 1000000000
1 54 -1000000000
1 18 -1000000000
2 18 35
2 49 57
1 12 -1000000000
2 25 53
1 57 -1000000000
2 5 74
1 39 1000000000
2 10 13
1 19 1000000000
2 35 45
2 20 73
1 31 1000000000
2 4 27
2 16 17
1 33 1000000000
2 2 34
1 65 -1000000000
1 14 -1000000000
1 15 1000000000
2 23 58
2 51 69
2 2 53
2 1 32
2 50 68
1 37 1000000000
1 3 1000000000
2 49 54
2 5 39
1 0 -1000000000
2 6 64
2 0 41
1 51 1000000000
1 77 1000000000
1 25 -1000000000
1 38 -1000000000
2 27 69
2 42 67
1 37 1000000000
1 3 1000000000
1 67 1000000000
2 4 69
2 12 76
2 39 64
2 22 65
2 39 48
2 41 75
2 22 49
2 39 71
2 30 35
2 13 54
2 44 69
1 20 -1000000000
2 37 61
1 35 1000000000
2 33 50
1 70 -1000000000
1 73 -1000000000
2 16 51
2 7 56
1 17 -1000000000
1 35 1000000000
1 71 1000000000
2 25 66
1 9 -1000000000
1 69 1000000000
1 58 -1000000000
2 56 56
1 44 -1000000000
1 15 1000000000
1 39 1000000000
2 22 66
1 52 -1000000000
2 1 55
2 28 50
108 143
2 18 22
2 45 85
1 87 -1000000000
1 107 -1000000000
2 22 73
1 107 -1000000000
1 86 1000000000
1 101 1000000000
1 77 -1000000000
1 11 -1000000000
2 4 23
2 14 67
1 21 1000000000
2 95 100
2 44 59
2 25 47
2 1 76
1 21 1000000000
1 71 1000000000
1 60 1000000000
1 66 -1000000000
1 1 -1000000000
2 24 48
1 62 -1000000000
1 79 1000000000
1 87 1000000000
2 2 11
1 36 -1000000000
2 71 98
2 0 16
1 39 1000000000
2 3 76
1 78 1000000000
1 78 -1000000000
1 36 -1000000000
2 8 37
1 103 -1000000000
1 56 -1000000000
1 82 -1000000000
2 65 70
2 73 90
2 7 16
2 33 60
2 0 90
2 60 80
2 23 70
2 5 59
1 99 1000000000
1 74 1000000000
2 4 23
1 100 1000000000
2 12 28
2 52 63
1 100 1000000000
1 90 1000000000
2 13 66
2 11 22
1 17 -1000000000
2 63 106
2 43 53
2 41 56
1 64 1000000000
2 33 92
2 17 89
2 8 102
2 73 77
1 100 1000000000
2 38 105
2 62 87
1 67 1000000000
2 40 89
1 34 1000000000
2 44 45
2 24 92
2 6 18
2 7 42
1 15 1000000000
2 51 53
1 90 -1000000000
1 67 1000000000
1 44 -1000000000
2 16 19
2 78 103
1 98 -1000000000
2 91 98
2 43 93
1 92 -1000000000
2 7 47
2 49 92
1 36 1000000000
2 29 85
1 31 -1000000000
1 82 -1000000000
2 78 107
1 28 -1000000000
1 45 1000000000
1 15 -1000000000
2 16 76
1 91 1000000000
2 87 92
2 55 98
2 38 48
2 2 60
1 32 -1000000000
1 51 -1000000000
1 96 1000000000
1 107 1000000000
2 92 105
2 70 79
2 44 82
1 61 1000000000
2 9 26
1 32 -1000000000
1 91 1000000000
1 61 1000000000
2 15 33
1 38 -1000000000
1 84 -1000000000
1 15 1000000000
1 14 1000000000
1 24 -1000000000
2 27 104
2 40 71
2 15 71
2 43 53
2 79 99
1 15 -1000000000
1 48 -1000000000
2 68 78
1 79 1000000000
2 19 24
2 25 79
2 30 46
1 55 -1000000000
2 21 46
2 18 29
2 21 79
1 21 1000000000
1 81 1000000000
1 18 -1000000000
1 36 -1000000000
2 16 21
2 66 84
67 23
1 5 0
2 16 32
1 21 -3
1 2 -3
1 21 5
1 20 1
2 9 10
2 41 50
1 65 -4
2 14 48
1 5 1
1 15 0
2 12 53
1 31 -2
1 8 -4
2 9 21
2 45 47
2 16 52
1 1 -1
2 0 25
1 54 -1
2 0 61
2 35 48
132 209
1 63 -2
1 98 5
2 25 95
2 7 21
1 63 -4
1 110 4
1 12 -1
1 115 1
1 19 -5
1 77 -2
1 113 2
2 53 77
1 101 -5
2 27 107
2 28 91
2 53 61
1 65 -1
2 49 103
2 47 121
2 63 98
1 119 -5
1 104 4
2 101 105
1 15 4
2 26 32
2 26 83
2 31 96
2 39 127
2 24 70
2 59 86
2 8 110
1 121 5
2 8 98
2 63 76
1 56 -2
2 74 117
2 52 123
2 12 22
2 47 94
1 20 0
1 41 5
2 50 94
2 6 26
1 21 -4
1 93 -4
1 2 -1
1 118 -2
1 113 -4
2 41 46
2 24 53
1 114 -3
1 119 -4
1 113 -3
1 40 3
2 104 114
2 75 122
2 23 71
1 91 -1
1 53 -2
1 71 -2
2 28 86
2 61 75
2 39 60
2 6 95
2 8 52
1 93 3
2 5 110
1 89 3
2 65 101
2 70 120
2 25 48
2 31 117
2 2 71
2 56 67
2 23 30
1 93 -4
2 90 90
1 131 0
2 78 112
1 32 -1
1 47 -1
2 0 38
1 125 -3
1 2 4
2 70 117
2 84 104
1 17 -3
2 39 87
1 96 1
1 23 2
2 76 107
1 21 -5
1 108 0
2 43 107
1 12 -4
1 98 -5
1 50 -2
1 7 -4
1 74 4
2 88 116
1 126 -1
2 81 111
2 85 111
2 44 98
1 64 1
1 60 0
2 69 96
2 24 93
1 68 -5
2 68 78
1 19 -2
2 21 49
1 74 -1
2 2 14
1 83 -4
2 27 80
2 13 88
1 112 2
1 19 -1
2 2 22
2 30 61
1 42 -5
1 49 0
1 130 -1
2 43 88
2 42 76
1 2 -5
1 72 -2
2 66 105
1 123 -3
2 29 93
2 97 125
2 18 28
1 6 -4
1 48 -4
2 7 11
1 53 0
1 20 4
2 38 93
1 78 4
1 40 0
1 3 -1
2 22 126
2 16 39
2 86 106
1 129 3
2 66 101
1 38 -2
1 45 1
2 28 116
2 63 65
1 91 -4
2 99 128
1 76 5
1 114 3
1 131 5
2 32 56
1 69 1
1 40 4
1 114 -3
1 0 -4
1 62 -4
2 15 42
1 38 3
1 43 -4
2 92 97
2 20 81
1 22 1
2 108 115
1 76 -2
1 94 -4
1 50 5
1 93 -4
1 128 -2
2 76 117
1 101 0
1 47 3
2 46 123
1 79 -2
1 120 -1
2 76 115
2 57 102
1 128 1
1 1 -3
1 40 -5
2 52 71
1 49 -5
2 57 62
2 28 54
1 58 2
1 38 1
2 1 111
1 40 5
1 66 1
2 94 111
1 14 -3
2 3 97
1 31 4
2 14 57
1 126 -1
2 33 60
1 49 1
1 18 -2
1 74 5
2 12 106
2 28 46
2 33 47
2 27 124
2 17 95
92 282
2 25 84
2 66 69
2 11 17
2 5 18
1 51 1000000000
2 70 85
1 49 -1000000000
2 34 41
2 19 54
1 38 -1000000000
2 35 70
1 15 -1000000000
1 18 1000000000
2 4 42
2 10 56
1 50 1000000000
1 12 -1000000000
1 77 1000000000
2 22 40
2 24 89
2 43 57
1 1 1000000000
1 77 -1000000000
1 28 1000000000
1 58 1000000000
2 20 54
2 44 46
2 20 80
2 18 71
1 73 -1000000000
1 84 -1000000000
2 56 82
2 53 81
1 81 1000000000
2 19 47
1 60 -1000000000
2 7 76
1 65 -1000000000
2 47 61
1 18 -1000000000
2 5 86
2 24 52
2 70 77
2 20 81
2 6 16
1 74 -1000000000
1 25 1000000000
2 30 74
1 77 -1000000000
1 14 1000000000
1 56 -1000000000
1 52 -1000000000
1 80 1000000000
2 12 52
1 17 1000000000
1 1 1000000000
2 39 51
2 75 90
2 73 74
2 12 84
2 44 45
2 30 51
2 31 37
2 26 72
2 2 23
2 25 41
2 48 55
2 16 24
2 27 84
2 56 57
1 75 -1000000000
1 88 -1000000000
1 67 1000000000
2 65 84
2 16 81
2 14 45
2 28 76
1 29 1000000000
1 88 -1000000000
1 83 -1000000000
1 63 -1000000000
2 11 75
1 4 -1000000000
1 71 1000000000
2 88 90
1 49 1000000000
2 48 67
1 8 1000000000
1 44 1000000000
2 4 24
2 28 34
2 65 73
1 62 -1000000000
1 66 1000000000
1 22 1000000000
2 33 69
2 30 75
2 32 36
1 66 -1000000000
2 40 87
1 91 1000000000
1 82 -1000000000
2 78 85
1 81 1000000000
2 25 67
2 26 79
1 32 1000000000
1 91 1000000000
2 28 43
1 73 -1000000000
2 7 61
1 7 1000000000
1 23 -1000000000
1 5 -1000000000
1 35 -1000000000
1 9 1000000000
2 13 51
1 55 1000000000
1 57 -1000000000
2 17 64
1 8 -1000000000
2 60 65
2 0 34
2 65 68
2 54 77
1 89 -1000000000
2 26 34
2 7 69
1 71 1000000000
2 18 25
2 9 33
2 31 47
1 29 -1000000000
1 8 -1000000000
2 52 90
2 13 16
1 87 -1000000000
1 72 1000000000
1 70 -1000000000
1 90 1000000000
2 29 33
2 77 86
2 7 70
1 66 1000000000
1 45 -1000000000
1 53 1000000000
2 63 80
2 6 26
1 32 1000000000
2 6 22
2 23 52
2 34 60
2 1 83
2 25 74
2 1 90
1 67 1000000000
2 25 89
2 33 62
2 34 49
1 14 -1000000000
1 81 1000000000
2 6 32
1 7 -1000000000
2 14 50
1 86 -1000000000
1 88 -1000000000
2 29 64
1 61 1000000000
1 50 -1000000000
2 23 60
2 78 81
2 9 29
2 29 80
1 46 -1000000000
2 12 61
1 28 1000000000
1 67 -1000000000
1 34 -1000000000
2 53 64
2 18 80
2 56 59
1 2 1000000000
2 28 60
1 60 1000000000
1 87 1000000000
1 89 -1000000000
2 29 63
2 32 60
2 15 79
1 1 -1000000000
2 23 70
1 63 1000000000
2 48 84
2 44 64
1 46 -1000000000
2 76 77
2 46 72
1 57 1000000000
1 84 1000000000
2 48 58
2 63 67
1 9 -1000000000
1 64 -1000000000
1 63 1000000000
2 42 63
1 75 -1000000000
1 24 1000000000
2 45 69
2 31 72
2 51 59
2 37 42
2 0 75
1 64 -1000000000
2 83 84
1 17 -1000000000
1 16 -1000000000
1 74 1000000000
2 27 31
1 13 1000000000
1 31 1000000000
2 6 23
2 17 55
1 22 -1000000000
1 19 -1000000000
2 45 85
1 84 -1000000000
1 68 -1000000000
1 84 1000000000
1 27 -1000000000
2 18 35
1 26 -1000000000
2 10 39
1 28 -1000000000
1 86 -1000000000
1 91 -1000000000
2 13 16
2 14 15
1 83 -1000000000
1 49 -1000000000
2 1 59
1 40 -1000000000
2 35 40
1 71 -1000000000
1 63 1000000000
2 31 80
2 57 64
2 0 81
1 74 -1000000000
1 64 -1000000000
2 11 53
2 33 36
2 31 77
1 21 -1000000000
1 23 -1000000000
2 17 51
1 74 1000000000
1 80 1000000000
1 77 1000000000
2 18 84
2 42 50
1 1 -1000000000
2 4 11
1 59 -1000000000
2 36 80
1 41 1000000000
1 13 -1000000000
1 81 -1000000000
2 6 44
2 7 91
1 81 1000000000
2 9 42
1 61 -1000000000
1 87 -1000000000
2 59 68
1 63 1000000000
2 7 85
2 10 32
2 33 73
2 26 48
2 26 88
2 12 18
2 11 14
97 328
2 9 46
2 4 64
2 34 37
1 31 1000000000
2 25 37
1 18 1000000000
2 9 33
1 76 1000000000
2 17 83
1 81 1000000000
2 4 51
2 4 25
2 11 75
1 43 -1000000000
2 8 25
2 2 73
1 10 -1000000000
2 23 80
1 27 1000000000
1 86 1000000000
2 16 39
1 35 -1000000000
2 31 58
1 80 1000000000
1 1 -1000000000
2 12 53
2 0 36
1 78 -1000000000
2 59 93
2 0 67
1 90 -1000000000
2 6 48
1 35 1000000000
2 1 22
2 59 71
1 64 -1000000000
2 62 72
1 33 1000000000
1 60 1000000000
1 83 1000000000
2 33 45
2 16 75
1 37 1000000000
2 11 15
1 43 1000000000
2 26 94
1 80 1000000000
2 21 29
1 18 -1000000000
2 7 14
1 17 1000000000
2 1 32
1 0 -1000000000
1 1 -1000000000
1 77 1000000000
2 5 49
2 19 51
2 40 59
1 22 -1000000000
2 30 96
2 13 70
2 34 62
2 49 65
1 43 1000000000
2 16 45
1 14 -1000000000
1 48 1000000000
2 65 76
1 77 -1000000000
2 24 47
1 63 1000000000
2 22 72
2 45 58
2 18 23
2 7 47
1 31 -1000000000
1 51 1000000000
2 6 10
2 76 77
2 32 49
2 55 83
1 76 1000000000
1 43 1000000000
2 21 35
2 71 95
1 33 -1000000000
2 70 76
2 15 76
1 65 1000000000
2 45 76
1 75 -1000000000
2 37 50
2 23 41
1 92 1000000000
1 94 1000000000
2 28 86
1 76 1000000000
2 13 68
2 22 45
1 25 -1000000000
1 38 -1000000000
1 53 1000000000
1 74 1000000000
1 80 1000000000
2 0 72
1 39 -1000000000
1 13 -1000000000
1 15 -1000000000
1 67 -1000000000
2 30 82
2 53 92
1 0 -1000000000
1 94 -1000000000
2 3 34
1 57 1000000000
2 60 61
1 71 -1000000000
1 80 1000000000
1 57 1000000000
1 80 -1000000000
1 47 -1000000000
1 14 1000000000
1 89 -1000000000
2 78 84
1 13 1000000000
1 27 1000000000
2 57 73
2 9 14
2 43 55
1 88 -1000000000
1 89 -1000000000
2 50 93
2 6 23
1 3 1000000000
2 13 20
1 11 1000000000
2 4 79
1 52 1000000000
2 10 71
1 79 -1000000000
1 11 -1000000000
1 16 1000000000
2 2 25
1 36 -1000000000
1 49 1000000000
2 25 95
2 20 65
1 28 1000000000
2 7 89
1 57 -1000000000
2 9 13
1 29 -1000000000
2 1 42
2 15 18
1 46 -1000000000
1 96 1000000000
2 62 89
1 1 -1000000000
2 72 79
1 91 -1000000000
2 18 95
1 13 -1000000000
2 33 80
1 88 -1000000000
1 31 1000000000
2 5 73
2 79 85
1 85 -1000000000
2 19 33
2 40 75
1 45 -1000000000
2 20 85
1 69 -1000000000
2 15 19
1 37 1000000000
1 34 -1000000000
1 74 1000000000
2 25 72
2 51 72
2 19 95
2 19 73
1 71 -1000000000
2 80 94
1 69 -1000000000
1 80 1000000000
1 51 1000000000
1 59 1000000000
2 87 88
1 19 -1000000000
2 41 75
2 67 72
1 29 1000000000
2 36 79
2 74 94
2 52 80
1 35 1000000000
2 31 66
1 96 -1000000000
2 15 38
2 4 50
2 8 43
1 56 -1000000000
1 93 1000000000
1 96 1000000000
1 25 1000000000
1 20 -1000000000
1 0 -1000000000
1 24 -1000000000
2 8 89
1 70 -1000000000
2 65 86
1 89 -1000000000
2 16 82
2 54 95
1 11 -1000000000
2 38 80
1 44 1000000000
2 32 93
1 65 1000000000
1 48 1000000000
1 67 -1000000000
1 43 -1000000000
2 62 69
1 40 -1000000000
2 0 38
1 19 1000000000
2 0 71
2 0 64
2 42 73
2 54 77
1 71 1000000000
2 45 89
1 57 1000000000
2 37 62
1 5 -1000000000
1 17 -1000000000
1 64 -1000000000
2 22 48
2 39 72
2 15 68
1 16 1000000000
2 20 53
2 32 84
1 53 1000000000
1 52 -1000000000
1 85 1000000000
2 72 91
2 43 72
1 34 -1000000000
2 34 56
2 45 80
1 34 1000000000
1 40 -1000000000
1 66 -1000000000
2 8 54
1 13 -1000000000
1 17 -1000000000
1 41 -1000000000
1 22 1000000000
2 71 75
1 2 1000000000
2 33 43
1 56 1000000000
2 59 93
1 32 -1000000000
2 55 81
1 74 1000000000
2 8 20
2 15 31
2 59 63
1 8 -1000000000
2 54 54
2 7 22
2 77 92
1 53 1000000000
2 70 92
2 13 81
2 7 75
2 10 35
1 55 1000000000
1 79 -1000000000
2 17 86
2 34 91
1 20 -1000000000
1 27 -1000000000
2 59 61
2 23 43
2 80 87
1 76 1000000000
2 11 21
2 7 75
2 51 68
2 28 76
2 18 83
2 57 71
1 31 1000000000
2 11 81
2 31 55
2 75 86
1 60 1000000000
2 52 69
1 66 1000000000
1 10 -1000000000
2 1 75
1 90 -1000000000
2 65 91
2 38 74
1 93 1000000000
2 19 54
2 6 92
2 60 65
2 23 40
2 52 84
2 28 55
2 23 71
2 16 17
1 37 -1000000000
2 20 50
1 62 1000000000
2 31 56
1 66 -1000000000
2 24 35
1 9 -1000000000
2 11 26
1 81 1000000000
1 24 1000000000
2 27 43
2 4 89
4 26
1 0 3
1 1 2
2 1 1
1 0 3
2 0 2
1 0 2
1 2 -5
2 0 0
2 1 2
2 0 2
2 2 2
2 2 2
1 0 -3
2 2 3
2 0 1
2 0 2
2 1 2
1 2 2
1 0 -3
2 0 0
2 0 2
2 1 2
1 0 0
2 0 3
2 2 3
1 2 -4
13 260
2 0 2
2 0 9
1 4 -384461236
1 11 -384461236
2 4 5
2 0 5
1 10 -384461236
2 4 12
2 2 7
1 12 -384461236
2 2 6
2 1 10
2 5 9
1 11 -384461236
1 2 -384461236
1 8 -384461236
2 2 7
1 10 -384461236
2 1 10
2 4 10
1 8 -384461236
2 8 10
1 1 -384461236
1 5 -384461236
1 0 -384461236
1 3 -384461236
1 11 -384461236
1 8 -384461236
1 9 -384461236
1 4 -384461236
1 10 -384461236
2 2 9
2 4 12
1 3 -384461236
1 8 -384461236
1 4 -384461236
1 2 -384461236
1 4 -384461236
1 8 -384461236
2 0 3
1 12 -384461236
1 12 -384461236
2 3 9
1 4 -384461236
1 1 -384461236
2 0 6
2 5 5
1 11 -384461236
1 4 -384461236
1 10 -384461236
1 8 -384461236
1 3 -384461236
1 4 -384461236
2 0 9
2 2 7
1 3 -384461236
2 1 2
2 5 12
1 5 -384461236
1 0 -384461236
2 8 8
1 10 -384461236
2 8 10
1 0 -384461236
1 9 -384461236
2 8 10
1 9 -384461236
2 6 9
2 0 5
2 3 12
1 6 -384461236
1 1 -384461236
2 0 6
2 0 5
2 8 11
2 5 11
1 8 -384461236
2 0 9
2 2 10
1 9 -384461236
1 2 -384461236
2 4 10
2 3 4
1 6 -384461236
2 1 9
2 3 9
1 2 -384461236
2 3 10
1 1 -384461236
2 5 6
1 1 -384461236
2 2 6
2 8 10
2 1 6
1 9 -384461236
2 3 5
1 1 -384461236
2 5 9
2 8 12
2 4 9
1 1 -384461236
1 3 -384461236
1 12 -384461236
1 0 -384461236
2 8 9
1 8 -384461236
2 5 11
1 9 -384461236
1 2 -384461236
2 1 5
2 1 5
2 2 3
1 2 -384461236
1 5 -384461236
1 8 -384461236
1 0 -384461236
1 2 -384461236
2 4 10
2 4 12
1 5 -384461236
1 11 -384461236
1 5 -384461236
2 1 3
2 7 12
1 5 -384461236
1 9 -384461236
2 5 11
1 8 -384461236
1 0 -384461236
1 8 -384461236
1 7 -384461236
1 0 -384461236
2 2 2
2 1 5
1 2 -384461236
1 12 -384461236
1 4 -384461236
1 11 -384461236
1 0 -384461236
2 0 7
1 0 -384461236
1 0 -384461236
2 0 4
1 7 -384461236
1 5 -384461236
2 4 6
1 0 -384461236
1 8 -384461236
2 1 6
2 5 8
1 2 -384461236
2 2 7
1 4 -384461236
2 0 6
2 3 10
2 1 11
1 7 -384461236
1 11 -384461236
2 5 11
1 12 -384461236
1 3 -384461236
1 2 -384461236
2 2 12
1 2 -384461236
2 6 9
1 0 -384461236
2 3 7
2 8 11
2 5 11
2 2 7
2 8 9
2 2 6
1 0 -384461236
1 1 -384461236
1 3 -384461236
2 3 4
1 4 -384461236
2 0 12
2 3 6
2 9 11
2 2 4
2 1 9
1 9 -384461236
1 1 -384461236
2 2 9
2 3 9
1 2 -384461236
2 1 6
1 9 -384461236
2 0 3
2 0 9
2 12 12
2 1 11
1 1 -384461236
2 6 8
1 12 -384461236
1 4 -384461236
1 1 -384461236
1 4 -384461236
2 3 9
2 2 11
1 6 -384461236
2 2 5
2 9 12
2 6 7
2 4 6
1 9 -384461236
1 0 -384461236
2 2 2
2 1 1
2 7 11
1 10 -384461236
1 7 -384461236
2 4 7
2 4 9
2 5 9
1 9 -384461236
1 3 -384461236
2 5 12
2 0 8
1 6 -384461236
2 1 11
2 1 8
2 6 10
2 2 10
1 6 -384461236
2 0 8
1 7 -384461236
1 6 -384461236
2 10 10
2 7 11
2 4 10
2 0 10
1 8 -384461236
2 4 11
2 1 12
2 1 11
1 6 -384461236
2 1 4
2 6 9
2 6 12
2 7 10
1 5 -384461236
2 1 12
2 7 12
2 5 8
2 3 9
2 2 9
1 2 -384461236
1 5 -384461236
1 6 -384461236
1 5 -384461236
2 1 6
2 4 9
2 0 7
1 5 -384461236
1 3 -384461236
2 0 11
1 6 -384461236
1 12 -384461236
51 95
2 14 39
1 21 -1000000000
1 5 -1000000000
1 6 -1000000000
1 9 1000000000
2 12 21
2 1 26
1 36 1000000000
2 28 49
1 27 -1000000000
1 33 -1000000000
1 2 1000000000
1 49 1000000000
1 26 -1000000000
1 32 -1000000000
1 47 1000000000
1 6 -1000000000
1 47 -1000000000
1 36 1000000000
2 21 49
2 1 50
1 11 -1000000000
2 0 5
1 36 -1000000000
2 2 24
2 2 39
1 47 -1000000000
2 0 8
1 22 -1000000000
2 10 44
1 35 1000000000
1 6 1000000000
2 9 14
1 47 -1000000000
2 12 30
